customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,risk_score,risk_tier,value_tier,business_segment,Churn_flag,churn_probability,ml_risk_tier,expected_revenue_at_risk,actual_revenue_at_risk
3212-KXOCR,Male,No,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1107.2,No,49-72 mo,0.0,Low,Low Value,Low Risk - Stable,0,0.0191412619035397,Low,0.4019664999743337,0.0
4598-XLKNJ,Female,Yes,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,Yes,25-48 mo,7.5,High,High Value,High Risk - Monitor Closely,1,0.7997092841522705,Critical,78.77136448899864,98.5
6380-ARCEH,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,No,0-6 mo,6.0,High,Low Value,High Risk - Low Value,0,0.4241535580283331,Medium,8.567901872172328,0.0
3679-XASPY,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,No,0-6 mo,7.0,High,Low Value,High Risk - Low Value,0,0.49409058060756417,Medium,9.610061792817122,0.0
7123-WQUHX,Male,No,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,3605.6,No,25-48 mo,4.0,Medium,High Value,Medium Risk - Watch,0,0.3762562706440938,Medium,35.744345711188906,0.0
5386-THSLQ,Female,Yes,Yes,No,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,3027.25,No,49-72 mo,3.0,Medium,Low Value,Medium Risk - Watch,0,0.14331707838360977,Low,6.528092920373425,0.0
3192-NQECA,Male,No,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85,Yes,49-72 mo,2.0,Low,High Value,Low Risk - Stable,1,0.19784824987387176,Low,21.763307486125893,110.0
6180-YBIQI,Male,No,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,100.2,No,0-6 mo,9.0,Critical,Low Value,Critical - At Risk,0,0.7023975040661206,Critical,17.06825934880673,0.0
6728-DKUCO,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,No,49-72 mo,4.5,Medium,High Value,Medium Risk - Watch,0,0.3533984694784497,Medium,36.80645059618054,0.0
9750-BOOHV,Female,No,No,No,32,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,927.65,No,25-48 mo,3.5,Medium,Low Value,Medium Risk - Watch,0,0.17395459674438782,Low,5.244731091843293,0.0
8597-CWYHH,Male,No,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,No,25-48 mo,5.5,Medium,High Value,Medium Risk - Watch,0,0.4409102909264988,Medium,41.59988594891516,0.0
2848-YXSMW,Male,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1363.25,No,49-72 mo,0.0,Low,Low Value,Low Risk - Stable,0,0.00863431372506773,Low,0.16750568626631393,0.0
0486-HECZI,Male,No,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,Yes,49-72 mo,6.5,High,High Value,High Risk - Monitor Closely,1,0.5736858082117758,High,55.504101944489314,96.75
4549-ZDQYY,Female,No,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,3042.25,No,49-72 mo,1.5,Low,Medium Value,Low Risk - Stable,0,0.06754905160017968,Low,3.914467540230413,0.0
5712-AHQNN,Female,No,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,No,25-48 mo,7.5,High,High Value,High Risk - Monitor Closely,0,0.6010039578345352,High,55.08201273553515,0.0
4846-WHAFZ,Female,Yes,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,Yes,25-48 mo,8.5,Critical,Medium Value,Critical - At Risk,1,0.7512059723331073,Critical,57.467256883482705,76.5
5256-SKJGO,Female,No,Yes,Yes,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,No,49-72 mo,2.5,Medium,Medium Value,Medium Risk - Watch,0,0.11907341499188993,Low,6.501408458557191,0.0
3071-VBYPO,Male,No,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,No,0-6 mo,9.5,Critical,High Value,Critical - High Value at Risk,0,0.7966742152537045,Critical,71.58117824054534,0.0
9560-BBZXK,Female,No,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,No,25-48 mo,2.5,Medium,Low Value,Medium Risk - Watch,0,0.08496677053363184,Low,2.6382182250692687,0.0
5299-RULOA,Female,No,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,Yes,7-12 mo,9.0,Critical,High Value,Critical - High Value at Risk,1,0.8254497532440978,Critical,82.7513377627208,100.25
8402-OOOHJ,Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,No,25-48 mo,0.5,Low,Low Value,Low Risk - Stable,0,0.024035521648071496,Low,0.4963335220326764,0.0
9445-ZUEQE,Male,No,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,No,25-48 mo,6.0,High,High Value,High Risk - Monitor Closely,0,0.5592467491276357,High,47.64782302567456,0.0
1091-SOZGA,Female,No,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,No,49-72 mo,4.5,Medium,High Value,Medium Risk - Watch,0,0.46352937692013824,Medium,46.2602318166298,0.0
2928-HLDBA,Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,No,0-6 mo,6.0,High,Low Value,High Risk - Low Value,0,0.3890500398738172,Medium,8.053335825388016,0.0
0404-SWRVG,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,Yes,0-6 mo,11.0,Critical,Medium Value,Critical - At Risk,1,0.917182326228497,Critical,68.23836507140018,74.4
6497-TILVL,Female,No,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,No,7-12 mo,7.0,High,Medium Value,High Risk - Monitor Closely,0,0.30669565380808894,Medium,15.54946964807011,0.0
7219-TLZHO,Female,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,No,0-6 mo,6.0,High,Low Value,High Risk - Low Value,0,0.37603858739496737,Medium,7.84040454718507,0.0
4622-YNKIJ,Male,No,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,No,25-48 mo,3.5,Medium,High Value,Medium Risk - Watch,0,0.26365139075751276,Medium,23.45179120788076,0.0
4412-YLTKF,Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,Yes,25-48 mo,8.0,High,Medium Value,High Risk - Monitor Closely,1,0.7929299654935641,Critical,61.88818380677267,78.05
6734-PSBAW,Male,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,No,49-72 mo,0.0,Low,Low Value,Low Risk - Stable,0,0.019273286126077788,Low,0.4538858882691319,0.0
3930-ZGWVE,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No,0-6 mo,6.0,High,Low Value,High Risk - Low Value,0,0.424026792786144,Medium,8.374529157526345,0.0
2639-UGMAZ,Male,Yes,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,No,49-72 mo,3.5,Medium,Medium Value,Medium Risk - Watch,0,0.23990083164311615,Low,13.542401946253907,0.0
2876-GZYZC,Female,No,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,No,13-24 mo,9.0,Critical,High Value,Critical - High Value at Risk,0,0.8215032888637805,Critical,70.60820767784195,0.0
6207-WIOLX,Female,No,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,25-48 mo,4.5,Medium,Medium Value,Medium Risk - Watch,1,0.5320069519743177,High,31.175607385695017,58.6
8587-XYZSF,Male,No,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,No,49-72 mo,2.0,Low,Medium Value,Low Risk - Stable,0,0.025578551018323688,Low,1.2929957539762624,0.0
3091-FYHKI,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,0-6 mo,10.0,Critical,Low Value,Critical - At Risk,1,0.8782803030202971,Critical,31.135036742069538,35.45
2372-HWUHI,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,Yes,0-6 mo,10.0,Critical,Low Value,Critical - At Risk,1,0.693630163981484,High,30.76249777257882,44.35
7799-LGRDP,Female,No,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,No,25-48 mo,0.5,Low,Low Value,Low Risk - Stable,0,0.04953341205488166,Low,1.2730086898104587,0.0
7850-VWJUU,Female,No,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,No,13-24 mo,7.0,High,Medium Value,High Risk - Monitor Closely,0,0.5531705657218027,High,41.4877924291352,0.0
3774-VBNXY,Female,No,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,No,49-72 mo,0.0,Low,Low Value,Low Risk - Stable,0,0.010716913469521038,Low,0.21648165208432496,0.0
6217-KDYWC,Male,No,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,No,49-72 mo,0.0,Low,Low Value,Low Risk - Stable,0,0.01916577166766347,Low,0.37564912468620404,0.0
0390-DCFDQ,Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,0-6 mo,10.0,Critical,Medium Value,Critical - At Risk,1,0.8821298480930625,Critical,62.14604779815625,70.45
3146-MSEGF,Female,Yes,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,No,49-72 mo,0.0,Low,High Value,Low Risk - Stable,0,0.06615340301770012,Low,5.824807135708495,0.0
4080-OGPJL,Female,No,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,Yes,7-12 mo,7.0,High,Medium Value,High Risk - Monitor Closely,1,0.5160148473800551,High,36.71445639109092,71.15
1095-WGNGG,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,49-72 mo,3.5,Medium,High Value,Medium Risk - Watch,0,0.2585957501650988,Medium,26.13110055418323,0.0
2636-SJDOU,Male,No,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,No,49-72 mo,3.5,Medium,High Value,Medium Risk - Watch,0,0.2150443917755872,Low,18.128242226682,0.0
1131-QQZEB,Male,Yes,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,No,49-72 mo,0.0,Low,Low Value,Low Risk - Stable,0,0.018154299818861318,Low,0.4347954806617286,0.0
5716-EZXZN,Female,No,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,No,49-72 mo,1.5,Low,High Value,Low Risk - Stable,0,0.12711209573134824,Low,12.590453082190043,0.0
6837-BJYDQ,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,No,0-6 mo,4.0,Medium,Low Value,Medium Risk - Watch,0,0.2604531526932408,Medium,5.104881792787521,0.0
2135-RXIHG,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,0-6 mo,10.0,Critical,Low Value,Critical - At Risk,1,0.7698200030537772,Critical,35.142283139404924,45.65
6440-DKQGE,Male,No,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,No,25-48 mo,3.5,Medium,Medium Value,Medium Risk - Watch,0,0.1753153954440529,Low,11.307843006141411,0.0
3466-BYAVD,Male,No,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,No,13-24 mo,5.0,Medium,Medium Value,Medium Risk - Watch,0,0.35689901992684797,Medium,24.804481884915933,0.0
3780-YVMFA,Female,No,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,No,7-12 mo,8.0,High,Medium Value,High Risk - Monitor Closely,0,0.6342602157952003,High,43.47853779276098,0.0
3874-EQOEP,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,Yes,7-12 mo,9.0,Critical,High Value,Critical - High Value at Risk,1,0.7758293675332698,Critical,73.70378991566064,95.0
1679-JRFBR,Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,No,49-72 mo,3.0,Medium,High Value,Medium Risk - Watch,0,0.30842316099392825,Medium,33.35596486149334,0.0
9073-ZZIAY,Male,No,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,No,49-72 mo,1.0,Low,High Value,Low Risk - Stable,0,0.04316216597919621,Low,3.7162624908087936,0.0
3077-RSNTJ,Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,No,0-6 mo,6.0,High,Low Value,High Risk - Low Value,0,0.3600298980868777,Medium,7.09258899231149,0.0
6551-GNYDG,Female,No,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,No,13-24 mo,8.0,High,Medium Value,High Risk - Monitor Closely,0,0.7018222014909694,Critical,56.777416100619426,0.0
9167-APMXZ,Female,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,13-24 mo,8.0,High,High Value,High Risk - Monitor Closely,0,0.7387919225161208,Critical,62.16934027973157,0.0
2749-CTKAJ,Male,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,No,13-24 mo,2.0,Low,Low Value,Low Risk - Stable,0,0.07070392267073146,Low,1.4246840418152389,0.0
6371-NZYEG,Male,No,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,No,13-24 mo,2.5,Medium,Medium Value,Medium Risk - Watch,0,0.09448869388706398,Low,6.070898582243861,0.0
7554-NEWDD,Male,No,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,No,7-12 mo,2.0,Low,Low Value,Low Risk - Stable,0,0.08325780894267525,Low,2.139725689826754,0.0
8992-VONJD,Female,No,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,No,13-24 mo,6.5,High,Medium Value,High Risk - Monitor Closely,0,0.4049829420010048,Medium,22.67904475205627,0.0
0867-MKZVY,Female,No,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,Yes,13-24 mo,8.0,High,Medium Value,High Risk - Monitor Closely,1,0.6398406899668398,High,52.72287285326761,82.4
4482-EWFMI,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,No,0-6 mo,11.0,Critical,Medium Value,Critical - At Risk,0,0.8931976034828083,Critical,62.25587296275174,0.0
4648-YPBTM,Male,No,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,No,49-72 mo,1.0,Low,Medium Value,Low Risk - Stable,0,0.08847328116254508,Low,6.538175477912081,0.0
2907-ILJBN,Female,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,No,7-12 mo,3.0,Medium,Low Value,Medium Risk - Watch,0,0.1022555075894365,Low,2.106463456342392,0.0
6345-FZOQH,Male,No,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,No,49-72 mo,0.0,Low,Low Value,Low Risk - Stable,0,0.00976037597645516,Low,0.19423148193145767,0.0
3376-BMGFE,Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Yes,0-6 mo,10.0,Critical,Medium Value,Critical - At Risk,1,0.8530758881544229,Critical,60.48308047014859,70.9
5997-OPVFA,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,49-72 mo,0.0,Low,High Value,Low Risk - Stable,0,0.05402819762444221,Low,4.811210998456579,0.0
3445-HXXGF,Male,Yes,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,49-72 mo,6.0,High,Low Value,High Risk - Low Value,1,0.42158004910842284,Medium,19.097576224611554,45.3
1159-WFSGR,Female,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,No,13-24 mo,5.0,Medium,Low Value,Medium Risk - Watch,0,0.21546551009161438,Low,4.395496405868933,0.0
7654-YWJUF,Male,No,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,25-48 mo,3.0,Medium,High Value,Medium Risk - Watch,0,0.2172975701819816,Low,18.30732028783195,0.0
1875-QIVME,Female,No,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,0-6 mo,9.5,Critical,High Value,Critical - High Value at Risk,1,0.9332319435898588,Critical,97.42941491078126,104.4
6727-IOTLZ,Male,No,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,No,13-24 mo,2.0,Low,Medium Value,Low Risk - Stable,0,0.13068251737317593,Low,10.709432298731768,0.0
0691-JVSYA,Female,No,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,49-72 mo,4.5,Medium,High Value,Medium Risk - Watch,1,0.414883642168141,Medium,39.351713459648174,94.85
5918-VUKWP,Female,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,No,25-48 mo,1.5,Low,Low Value,Low Risk - Stable,0,0.07194306923607022,Low,1.478430072801243,0.0
1744-JHKYS,Female,No,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,No,25-48 mo,4.5,Medium,Low Value,Medium Risk - Watch,0,0.21030395475215455,Low,5.194507682378217,0.0
2656-FMOKZ,Female,Yes,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,13-24 mo,8.0,High,Medium Value,High Risk - Monitor Closely,1,0.7713601052497712,Critical,57.427759835845464,74.45
2070-FNEXE,Female,Yes,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,7-12 mo,8.0,High,Medium Value,High Risk - Monitor Closely,1,0.6343494862411604,High,48.496018223136716,76.45
5947-SGKCL,Female,No,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,13-24 mo,7.0,High,High Value,High Risk - Monitor Closely,0,0.7636889629322127,Critical,80.4546322449086,0.0
3712-PKXZA,Male,No,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,No,49-72 mo,1.0,Low,Low Value,Low Risk - Stable,0,0.042181699402147825,Low,0.8668339227141378,0.0
6317-YPKDH,Female,No,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,0-6 mo,8.5,Critical,Low Value,Critical - At Risk,1,0.7194873195421314,Critical,21.548645220286836,29.95
6582-OIVSP,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,No,0-6 mo,9.0,Critical,Low Value,Critical - At Risk,0,0.6220973493553447,High,28.181009925797113,0.0
9367-WXLCH,Male,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,7-12 mo,9.0,Critical,High Value,Critical - High Value at Risk,1,0.7209239489874564,Critical,60.918073689440064,84.5
5524-KHNJP,Male,No,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,No,25-48 mo,3.0,Medium,Medium Value,Medium Risk - Watch,0,0.18489114595593123,Low,13.820613160205859,0.0
1918-ZBFQJ,Female,No,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,13-24 mo,8.0,High,Medium Value,High Risk - Monitor Closely,1,0.7030881873869593,Critical,55.719738850416526,79.25
1024-GUALD,Female,No,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,0-6 mo,10.0,Critical,Low Value,Critical - At Risk,1,0.851051643351366,Critical,21.106080755113876,24.8
